"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 05 09:27:17 GMT 2022","Sun Jun 05 09:27:18 GMT 2022","1736","test","test_conduit","TestConduit","","","test_new_data_input",""
"passed","Sun Jun 05 09:26:36 GMT 2022","Sun Jun 05 09:26:48 GMT 2022","12117","test","test_conduit","TestConduit","","","test_cookie_accept",""
"passed","Sun Jun 05 09:27:07 GMT 2022","Sun Jun 05 09:27:10 GMT 2022","3187","test","test_conduit","TestConduit","","","test_page_list_going_over",""
"passed","Sun Jun 05 09:32:32 GMT 2022","Sun Jun 05 09:32:37 GMT 2022","4408","test","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Jun 05 09:31:04 GMT 2022","Sun Jun 05 09:32:31 GMT 2022","86379","test","test_conduit","TestConduit","","","test_data_input_from_file",""
"passed","Sun Jun 05 09:26:49 GMT 2022","Sun Jun 05 09:26:52 GMT 2022","2545","test","test_conduit","TestConduit","","","test_make_data_list",""
"passed","Sun Jun 05 09:26:54 GMT 2022","Sun Jun 05 09:26:56 GMT 2022","2373","test","test_conduit","TestConduit","","","test_empty_registration",""
"passed","Sun Jun 05 09:27:12 GMT 2022","Sun Jun 05 09:27:15 GMT 2022","3228","test","test_conduit","TestConduit","","","test_data_save",""
"passed","Sun Jun 05 09:27:28 GMT 2022","Sun Jun 05 09:31:01 GMT 2022","212979","test","test_conduit","TestConduit","","","test_data_fill_and_delete",""
"passed","Sun Jun 05 09:27:02 GMT 2022","Sun Jun 05 09:27:05 GMT 2022","2357","test","test_conduit","TestConduit","","","test_login",""
"passed","Sun Jun 05 09:26:58 GMT 2022","Sun Jun 05 09:27:01 GMT 2022","2479","test","test_conduit","TestConduit","","","test_user_reg_valid",""
"passed","Sun Jun 05 09:27:20 GMT 2022","Sun Jun 05 09:27:26 GMT 2022","6412","test","test_conduit","TestConduit","","","test_data_update",""
